,Unnamed: 0.1,Unnamed: 0,Name,Card,Price,Ram,Link
173,173,173,Laptop Lenovo Ideapad Gaming Legion 5 15IAH7H 82RC008LVN,NVIDIA,28800000.0,8GB,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-15iah7h-82rc008lvn.html
174,174,174,Laptop Asus ExpertBook B1 B1400CBA-EB0641W,INTEL,16990000.0,8GB,https://cellphones.com.vn/laptop-asus-expertbook-b1-b1400cba-eb0641w.html
175,175,175,Laptop Asus Gaming Rog Strix Scar 15 G533ZM-LN013W,NVIDIA,48900000.0,16GB,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-scar-15-g533zm-ln013w.html
176,176,176,Laptop HP Pavilion 15-EG2034TX 6K780PA,NVIDIA,23400000.0,8GB,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2034tx-6k780pa.html
177,177,177,Laptop MSI Modern 15 B7M-099VN,AMD,14490000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-15-b7m-099vn.html
178,178,178,Laptop MSI Modern 14 B11SBU-668VN,NVIDIA,15200000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-14-14-b11sbu-668vn.html
179,179,179,Laptop Asus ROG Strix G16 G614JU-N3135W,NVIDIA,39990000.0,8GB,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614ju-n3135w.html
180,180,180,Laptop ASUS VivoBook 15X A1503ZA-L1422W,INTEL,18400000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-15x-a1503za-l1422w.html
181,181,181,Laptop Gigabyte G5 KF-E3VN313SH,NVIDIA,26490000.0,16GB,https://cellphones.com.vn/laptop-gigabyte-g5-kf-e3vn313sh.html
182,182,182,Laptop Asus TUF Gaming A16 Advantage Edition FA617NS-N3486W,AMD,32990000.0,8GB,https://cellphones.com.vn/laptop-asus-tuf-gaming-a16-advantage-edition-fa617ns-n3486w.html
183,183,183,Laptop HP 15-DW3033DX 405F6UA,INTEL,11400000.0,8GB,https://cellphones.com.vn/laptop-hp-15-dw3033dx-405f6ua.html
184,184,184,Laptop Asus Vivobook Slate OLED T3304GA-LQ021WS,INTEL,19990000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-13-slate-oled-t3300.html
185,185,185,Laptop Dell Latitude 3520 70251592,INTEL,19890000.0,4GB,https://cellphones.com.vn/laptop-dell-latitude-3520-70251592.html
186,186,186,Laptop Asus VivoBook S 14 Flip TN3402YA-LZ026W,AMD,18990000.0,16GB,https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tn3402ya-lz026w.html
187,187,187,Laptop Asus TUF Gaming F15 FX507ZU4-LP520W,NVIDIA,34990000.0,8GB,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507zu4-lp520w.html
188,188,188,Laptop ASUS TUF Dash F15 FX517ZE-HN045W,NVIDIA,25500000.0,8GB,https://cellphones.com.vn/laptop-asus-tuf-dash-f15-fx517ze-hn045w.html
189,189,189,Laptop Asus VivoBook S 14 Flip TP3402VA-LZ031W,INTEL,21990000.0,16GB,https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tp3402va-lz031w.html
190,190,190,Laptop Gigabyte G5 KF-E3VN333SH,NVIDIA,25990000.0,8GB,https://cellphones.com.vn/laptop-gigabyte-g5-kf-e3vn333sh.html
191,191,191,Laptop Lenovo Ideapad 3 15ITL6,INTEL,14990000.0,8GB,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15itl6-82h800m4vn.html
192,192,192,Laptop Asus VivoBook 14X OLED S3405VA-KM072W,INTEL,22990000.0,16GB,https://cellphones.com.vn/laptop-asus-vivobook-14x-oled-s3405va-km072w.html
193,193,193,Laptop Asus Vivobook OLED 15X A1503ZA-L1151W,INTEL,16000000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-oled-15x-a1503za-l1151w.html
194,194,194,Laptop Dell Inspirion 15 3511 PDP3H,INTEL,14990000.0,12GB,https://cellphones.com.vn/laptop-dell-inspiron-15-3511-pdp3h.html
195,195,195,MacBook Pro 16 inch M2 Pro 2023 (12 CPU - 19 GPU - 16GB - 1TB),APPLE,70990000.0,16GB,https://cellphones.com.vn/macbook-pro-16-inch-m2-pro-1tb-2023.html
196,196,196,Laptop MSI Cyborg 15 A12UCX-281VN,NVIDIA,19990000.0,8GB,https://cellphones.com.vn/laptop-msi-cyborg-15-a12ucx-281vn.html
197,197,197,Laptop Asus ZenBook S 13 OLED UX5304VA-NQ125W,INTEL,39990000.0,16GB,https://cellphones.com.vn/laptop-asus-zenbook-s-13-oled-ux5304va-nq125w.html
198,198,198,Laptop ASUS VivoBook Pro M3401QA-KM025W,AMD,18600000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3401qa-km025w.html
199,199,199,Laptop MSI Modern 15 A11MU-1022VN,INTEL,13990000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-15-a11mu-1022vn.html
200,200,200,Laptop HP Gaming Victus 16-E1107AX 7C140PA,NVIDIA,22300000.0,8GB,https://cellphones.com.vn/laptop-hp-gaming-victus-16-e1107ax-7c140pa.html
201,201,201,Laptop Lenovo Ideapad 3 14IAU7 82RJ001BVN,INTEL,16300000.0,8GB,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14iau7-82rj001bvn.html
202,202,202,Laptop Gigabyte G5 GE-51VN263SH,NVIDIA,21700000.0,8GB,https://cellphones.com.vn/laptop-gigabyte-g5-ge-51vn263sh.html
203,203,203,Laptop Fujitsu CH9C13A1 4ZR1G97615,INTEL,23990000.0,8GB,https://cellphones.com.vn/laptop-fujitsu-ch-9c13a1-4zr1g97615.html
204,204,204,Laptop ASUS Vivobook Flip S 14 Flip TP3402ZA-LZ159W,INTEL,20000000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-flip-s-14-flip-tp3402za-lz159w.html
205,205,205,Laptop MSI Modern 14 C13M-607VN,INTEL,21490000.0,16GB,https://cellphones.com.vn/laptop-msi-modern-14-c13m-607vn.html
206,206,206,Laptop Lenovo Thinkpad P14S G2 T 20VX008GVN,NVIDIA,36400000.0,8GB,https://cellphones.com.vn/laptop-lenovo-thinkpad-p14s-g2-t-20vx008gvn.html
207,207,207,Laptop Dell Latitude 3520 70251603,INTEL,15890000.0,4GB,https://cellphones.com.vn/laptop-dell-latitude-3520-70251603.html
208,208,208,Laptop HP 15-DY2024NR 4X6F6UA,INTEL,14100000.0,8GB,https://cellphones.com.vn/laptop-hp-15-dy2024nr-4x6f6ua.html
209,209,209,Laptop MSI Modern 14 B11MOU-848VN,NVIDIA,21990000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-14-b11mou-848vn.html
210,210,210,Laptop Gigabyte G5 MF-E2VN333SH,NVIDIA,23990000.0,8GB,https://cellphones.com.vn/laptop-gigabyte-g5-mf-e2vn333sh.html
211,211,211,Laptop Asus Vivobook Pro M3401QA KM006W,AMD,17800000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3401qa-km006w.html
212,212,212,Laptop Asus Zenbook 14 Flip OLED UP5401ZA-KU140W,INTEL,36990000.0,16GB,https://cellphones.com.vn/laptop-asus-zenbook-14-flip-oled-up5401za-ku140w.html
213,213,213,Laptop ASUS TUF Gaming FX516PE-HN005T,NVIDIA,29990000.0,8GB,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx516pe-hn005t.html
214,214,214,Laptop HP Envy x360 Convertible 13 AY1056 601Q8PA,AMD,28300000.0,8GB,https://cellphones.com.vn/laptop-hp-envy-x360-convertible-13-ay1056au-601q8pa.html
215,215,215,Laptop Asus ZenBook 14 OLED UX3402VA-KM085W,INTEL,27990000.0,16GB,https://cellphones.com.vn/laptop-asus-zenbook-14-oled-ux3402va-km085w.html
216,216,216,Laptop ASUS TUF Dash F15 FX517ZM-HN480W,NVIDIA,29900000.0,8GB,https://cellphones.com.vn/laptop-asus-tuf-dash-f15-fx517zm-hn480w.html
217,217,217,Laptop Asus Zenbook 14 OLED UX3402VA-KM068W,INTEL,31990000.0,16GB,https://cellphones.com.vn/laptop-asus-zenbook-14-oled-ux3402va-km068w.html
218,218,218,MacBook Pro 16 inch M2 Max 2023 (12 CPU - 38 GPU - 32GB - 1TB),NVIDIA,92990000.0,32GB,https://cellphones.com.vn/macbook-pro-16-inch-m2-max-2023.html
219,219,219,Laptop Surface Pro 9 i7 16GB 256GB,INTEL,41990000.0,16GB,https://cellphones.com.vn/laptop-surface-pro-9-i7-16gb-256gb.html
220,220,220,Laptop Asus Vivobook M7400QC KM013W,NVIDIA,26900000.0,16GB,https://cellphones.com.vn/laptop-asus-vivobook-pro-m7400qc-km013w.html
221,221,221,Laptop Asus Vivobook 14X A1403ZA-KM067W,INTEL,17900000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-14x-a1403za-km067w.html
222,222,222,Laptop ASUS Zenbook Pro 14 Duo OLED UX8402ZE-M3074W,NVIDIA,65990000.0,32GB,https://cellphones.com.vn/laptop-asus-zenbook-pro-14-duo-oled-ux8402ze-m3074w.html
223,223,223,Laptop Dell Inspiron 3511 26F1K,INTEL,15990000.0,8GB,https://cellphones.com.vn/laptop-dell-inspiron-3501-26f1k.html
224,224,224,Laptop HP Pavilion X360 14-DW1025NR,INTEL,17900000.0,8GB,https://cellphones.com.vn/laptop-hp-pavilion-x360-14-dw1025nr.html
225,225,225,Laptop Asus Vivobook Flip 14 TP470EA EC346W,INTEL,16590000.0,4GB,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tp470ea-ec346w.html
226,226,226,Laptop Asus TUF Gaming A15 FA507NU-LP034W,NVIDIA,31490000.0,8GB,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nu-lp034w.html
227,227,227,Laptop Asus ExpertBook B1 B1500CBA-BQ0249W,INTEL,16990000.0,8GB,https://cellphones.com.vn/laptop-asus-expertbook-b1-b1500cba-bq0249w.html
228,228,228,Laptop Lenovo Ideapad Gaming 3 15ACH6 82K2008WVN,NVIDIA,22490000.0,8GB,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15ach6-82k2008wvn.html
229,229,229,Laptop Dell Vostro 3405 V4R53500U003W,AMD,18000000.0,8GB,https://cellphones.com.vn/laptop-dell-vostro-3405-ryzen-5.html
230,230,230,Laptop Huawei Matebook D14,INTEL,18990000.0,8GB,https://cellphones.com.vn/laptop-huawei-matebook-d14-i5-1135g7.html
231,231,231,Surface Laptop Go 12.4 Nhập Khẩu Chính Hãng,INTEL,16000000.0,4GB,https://cellphones.com.vn/surface-laptop-go-21k-00019.html
232,232,232,Laptop Asus Zenbook 14 Flip OLED UP3404VA-KN039W,INTEL,33990000.0,16GB,https://cellphones.com.vn/laptop-asus-zenbook-14-flip-oled-up3404va-kn039w.html
233,233,233,Laptop MSI Modern 15 B7M-231VN,AMD,14990000.0,16GB,https://cellphones.com.vn/laptop-msi-modern-15-b7m-231vn.html
234,234,234,Laptop Acer Aspire 3 A315-57G-31YD NX.HZRSV.008,NVIDIA,13000000.0,4GB,https://cellphones.com.vn/laptop-acer-aspire-3-a315-57g-31yd.html
235,235,235,Laptop ASUS ZenBook UM3402YA-KM074W,AMD,23900000.0,8GB,https://cellphones.com.vn/laptop-asus-zenbook-um3402ya-km074w.html
236,236,236,Laptop MSI Gaming Alpha 15 B5EEK-205VN,NVIDIA,20990000.0,16GB,https://cellphones.com.vn/laptop-msi-gaming-alpha-15-b5eek-205vn.html
237,237,237,Mac Studio 2022 M1 Max 10 CPU | Chính hãng Apple Việt Nam,APPLE,55990000.0,32GB,https://cellphones.com.vn/mac-studio-2022.html
238,238,238,Laptop Asus Zenbook 14 UX3402ZA-KM220W,INTEL,23900000.0,8GB,https://cellphones.com.vn/laptop-asus-zenbook-14-ux3402za-km220w.html
239,239,239,Laptop HP 15S-FQ5080TU 6K7A0PA,INTEL,16800000.0,8GB,https://cellphones.com.vn/laptop-hp-15s-fq5080tu-6k7a0pa.html
240,240,240,Laptop Asus ROG Strix G16 G614JU-N3777W,NVIDIA,43990000.0,16GB,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614ju-n3777w.html
241,241,241,Surface Pro 9 i5 8GB 128GB,NVIDIA,24990000.0,8GB,https://cellphones.com.vn/surface-pro-9-i5-8gb-128gb.html
242,242,242,Surface Pro 8 Core i7 / 16GB / 256GB Nhập Khẩu Chính Hãng,INTEL,43500000.0,16GB,https://cellphones.com.vn/surface-laptop-pro-8-core-i7-ram-8gb-ssd-256gb.html
243,243,243,Laptop Asus TUF Gaming F15 FX507VV4-LP382W,NVIDIA,42990000.0,16GB,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vv4-lp382w.html
244,244,244,Laptop Dell Inspiron 15 3505 Y1N1T5,AMD,17400000.0,8GB,https://cellphones.com.vn/laptop-dell-inspiron-15-3505-y1n1t5.html
245,245,245,Laptop Asus VivoBook 14 X1404VA-NK124W,INTEL,13290000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-14-x1404va-nk124w.html
246,246,246,Laptop Dell Inspiron 15 3520 71001747,INTEL,22490000.0,8GB,https://cellphones.com.vn/laptop-dell-inspiron-15-3520-71001747.html
247,247,247,Laptop MSI Modern 14 C7M-083VN,AMD,13990000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-14-c7m-083vn.html
248,248,248,Laptop Dell Inspiron 15 3520 70296960,NVIDIA,21200000.0,8GB,https://cellphones.com.vn/laptop-dell-inspiron-15-3520-70296960.html
249,249,249,Laptop Lenovo Gaming Legion 5 Pro 16IAH7H 82RF0043VN,NVIDIA,46990000.0,16GB,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-pro-16iah7h-82rf0043vn.html
250,250,250,Laptop Lenovo Gaming Legion 5 Pro 16IAH7H 82RF0043VN,NVIDIA,46990000.0,16GB,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-pro-16iah7h-82rf0043vn.html
251,251,251,Laptop ASUS VivoBook D515DA-EJ845T,AMD,12490000.0,4GB,https://cellphones.com.vn/laptop-asus-vivobook-d515da-ej845t.html
252,252,252,Laptop Asus VivoBook Flip 14 TM420UA-EC181W,AMD,18490000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tm420ua-ec181w.html
253,253,253,Laptop Asus Zenbook 14 Flip OLED UP3404VA-KN038W,INTEL,29990000.0,16GB,https://cellphones.com.vn/laptop-asus-zenbook-14-flip-oled-up3404va-kn038w.html
254,254,254,Laptop Lenovo IdeaPad 3 14ABA7 82RM003UVN,AMD,16800000.0,8GB,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14aba7-82rm003uvn.html
255,255,255,Laptop Asus Vivobook Pro M3500QC L1388W,NVIDIA,27590000.0,16GB,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3500qc-l1388w.html
256,256,256,Laptop Lenovo Gaming Legion 5 15ARH7H 82RD003TVN,NVIDIA,35900000.0,16GB,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-15arh7h-82rd003tvn.html
257,257,257,Laptop MSI Katana 15 B13VEK-252VN,NVIDIA,32990000.0,8GB,https://cellphones.com.vn/laptop-msi-katana-15-b13vek-252vn.html
258,258,258,Laptop MSI Modern 15 B7M-098VN,AMD,16490000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-15-b7m-098vn.html
259,259,259,Laptop MSI Modern 15 A5M 237VN,AMD,17490000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-15-a5m-237vn.html
260,260,260,Laptop LG Gram 2022 14Z90Q-G.AJ32A5,INTEL,25990000.0,8GB,https://cellphones.com.vn/laptop-lg-gram-2022-14z90q-g-aj32a5.html
261,261,261,Laptop ASUS TUF Gaming F15 FX506HCB-HN1138W,NVIDIA,25990000.0,8GB,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506hcb-hn1138w.html
262,262,262,Laptop Asus VivoBook 15X OLED S3504VA-L1226W,INTEL,21990000.0,16GB,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-s3504va-l1226w.html
263,263,263,Laptop HP Zbook Firefly 14 G8 1A2F1AV,INTEL,28300000.0,8GB,https://cellphones.com.vn/laptop-hp-zbook-firefly-14-g8-1a2f1av.html
264,264,264,Laptop HP Pavilion 15-EG2056TU 6K786PA,INTEL,18990000.0,8GB,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2056tu-6k786pa.html
265,265,265,Laptop Dell gaming G15 5511 4XJ74 Nhập khẩu chính hãng,NVIDIA,29300000.0,8GB,https://cellphones.com.vn/laptop-dell-gaming-g15-5511-4xj74.html
266,266,266,Laptop Asus Vivobook 14X A1403ZA-LY153W,INTEL,14900000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-14x-a1403za-ly153w.html
267,267,267,Laptop Dell Vostro 3500 P112F002ABL,NVIDIA,22990000.0,8GB,https://cellphones.com.vn/laptop-dell-vostro-3500-p112f002abl.html
268,268,268,Laptop Lenovo Yoga Slim 7 Pro 14IHU5 O 82NH00AGVN,INTEL,29990000.0,16GB,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-pro-14ihu5-o-82nh00agvn.html
269,269,269,Apple Mac mini M1 16GB 256GB 2020 I Chính hãng Apple Việt Nam,APPLE,25990000.0,16GB,https://cellphones.com.vn/mac-mini-2020-m1-16gb.html
270,270,270,Laptop Lenovo Ideapad 3 15IAU7 82RK001LVN,INTEL,17490000.0,8GB,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15iau7-82rk001lvn.html
271,271,271,Laptop MSI Modern 15 B13M-297VN,INTEL,21990000.0,16GB,https://cellphones.com.vn/laptop-msi-modern-15-b13m-297vn.html
272,272,272,Laptop Asus Vivobook 14 X1402ZA-EK084W,INTEL,17690000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-14-x1402za-ek084w.html
273,273,273,Laptop LG Gram 2022 16Z90Q-G.AH78A5,INTEL,48990000.0,16GB,https://cellphones.com.vn/laptop-lg-gram-2022-16z90q-g-ah78a5.html
274,274,274,Laptop LG Gram 2022 16Z90Q-G.AH52A5,INTEL,41990000.0,16GB,https://cellphones.com.vn/laptop-lg-gram-2022-16z90q-g-ah52a5.html
275,275,275,Laptop MSI Modern 14 C13M-611VN,INTEL,18490000.0,16GB,https://cellphones.com.vn/laptop-msi-modern-14-c13m-611vn.html
276,276,276,Laptop MSI Cyborg 15 A12VF-267VN,NVIDIA,30490000.0,8GB,https://cellphones.com.vn/laptop-msi-cyborg-15-a12vf-267vn.html
277,277,277,Laptop Asus Gaming ROG Zephyrus G14 GA402RK-L8072W,AMD,45990000.0,32GB,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga402rk-l8072w.html
278,278,278,Laptop ASUS TUF Gaming A15 FA506IHRB-HN080W,NVIDIA,19990000.0,8GB,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa506ihrb-hn080w.html
279,279,279,Laptop Acer Swift 3 SF314-511-55QE NX.ABNSV.003,INTEL,22990000.0,16GB,https://cellphones.com.vn/laptop-acer-swift-3-sf314-511-55qe.html
280,280,280,Laptop Asus Vivobook 14X A1403ZA-LY072W,INTEL,14300000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-14x-a1403za-ly072w.html
281,281,281,Laptop MSI Modern 14 B11MOU 1030VN,INTEL,14990000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-14-b11mou-1030vn.html
282,282,282,Laptop Dell Inspiron 15 3515 G6GR72,AMD,15990000.0,8GB,https://cellphones.com.vn/laptop-dell-inspiron-15-3515-g6gr72.html
283,283,283,Laptop Huawei Matebook D15,INTEL,15990000.0,8GB,https://cellphones.com.vn/laptop-huawei-matebook-d15-i5-1135g7-8gb-256gb.html
284,284,284,Laptop Dell Inspiron 3511 P112F001ABL,INTEL,13600000.0,4GB,https://cellphones.com.vn/laptop-dell-inspiron-3511-p112f001abl.html
285,285,285,Laptop Intel NUC M15 BBC510EAUXBC1,INTEL,21700000.0,16GB,https://cellphones.com.vn/laptop-intel-nuc-m15-bbc510eauxbc1.html
286,286,286,Laptop ASUS VivoBook X1502ZA-BQ127W,INTEL,16500000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-x1502za-bq127w.html
287,287,287,Laptop MSI Modern 14 C13M-458VN,INTEL,17990000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-14-c13m-458vn.html
288,288,288,Laptop HP Pavilion 15-EG2089TU 7C0R1PA,INTEL,21900000.0,8GB,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2089tu-7c0r1pa.html
289,289,289,Laptop LG Gram 2022 14ZD90Q-G.AX52A5,INTEL,28500000.0,8GB,https://cellphones.com.vn/laptop-lg-gram-2022-14zd90q-g-ax52a5.html
290,290,290,Macbook Pro 14 inch M2 Max 64GB 2023 (12 CPU - 30 GPU - 64GB - 1TB),NVIDIA,92990000.0,64GB,https://cellphones.com.vn/macbook-pro-14-inch-m2-max-64gb-2023.html
291,291,291,Laptop LG Gram 2022 17ZD90Q-G.AX52A5,INTEL,40990000.0,16GB,https://cellphones.com.vn/laptop-lg-gram-2022-17zd90q-g-ax52a5.html
292,292,292,LAPTOP DELL INSPIRON 3505 i3505-A542BLK,AMD,14100000.0,8GB,https://cellphones.com.vn/laptop-dell-inspiron-3505-i3505-a542blk.html
293,293,293,Laptop MSI Modern 15 B7M-238VN,AMD,16990000.0,16GB,https://cellphones.com.vn/laptop-msi-modern-15-b7m-238vn.html
294,294,294,Laptop MSI Katana GF66 12UCK-699VN,NVIDIA,23400000.0,8GB,https://cellphones.com.vn/laptop-msi-katana-gf66-2uck-699vn.html
295,295,295,Laptop Acer Swift X SFX16-51G-516Q NX.AYKSV.002,NVIDIA,28990000.0,16GB,https://cellphones.com.vn/laptop-acer-swift-x-sfx16-51g-516q-nx-ayksv-002.html
296,296,296,Laptop Dell Gaming G15 5511,NVIDIA,27990000.0,8GB,https://cellphones.com.vn/laptop-dell-gaming-g15-5511.html
297,297,297,Laptop Lenovo ThinkBook 15 G3 ACL 21A400CHVN,AMD,15590000.0,8GB,https://cellphones.com.vn/laptop-lenovo-thinkbook-15-g3-acl-21a400chvn.html
298,298,298,Laptop Evo Asus Expertbook B9400CEA-KC1013W,INTEL,29000000.0,8GB,https://cellphones.com.vn/laptop-asus-expertbook-b9400cea-kc1013w.html
299,299,299,Laptop HP Envy X360 15M-ES1013,INTEL,22990000.0,8GB,https://cellphones.com.vn/laptop-hp-envy-x360-15m-es1013.html
300,300,300,Laptop Gaming Acer Nitro 5 Tiger AN515-58-769J NH.QFHSV.003,NVIDIA,29990000.0,8GB,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-tiger-an515-58-769j.html
301,301,301,Laptop Asus Expertbook B3 Flip B3402FEA-EC1271W,INTEL,17490000.0,8GB,https://cellphones.com.vn/laptop-asus-expertbook-b3-flip-b3402fea-ec1271w.html
302,302,302,Laptop Asus VivoBook 15 X1504VA-NJ070W,INTEL,18490000.0,16GB,https://cellphones.com.vn/laptop-asus-vivobook-15-x1504va-nj070w.html
303,303,303,Laptop Asus Zenbook UX425EA-KI839W,INTEL,23990000.0,8GB,https://cellphones.com.vn/laptop-asus-zenbook-ux425ea-ki839w.html
304,304,304,Laptop Asus Expertbook B5 B5602CBA-L20197W,INTEL,41300000.0,16GB,https://cellphones.com.vn/laptop-asus-expertbook-b5-b5602cba-l20197w.html
305,305,305,Laptop Dell XPS 13 9310 70231343,INTEL,41990000.0,8GB,https://cellphones.com.vn/laptop-dell-xps-13-9310.html
306,306,306,Laptop Asus Vivobook 15x Oled M1503QA-L1028W,AMD,17990000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-m1503qa-l1028w.html
307,307,307,Laptop HP Pavilion 15-EG2084TU 7C0Q6PA,INTEL,17400000.0,8GB,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2084tu-7c0q6pa.html
308,308,308,Laptop HP Pavilion 14-DV2075TU 7C0W2PA,INTEL,18100000.0,8GB,https://cellphones.com.vn/laptop-hp-pavilion-14-dv2075tu-7c0w2pa.html
309,309,309,Laptop HP Pavilion X360 14-EK0059TU 6K7E1PA,INTEL,16590000.0,8GB,https://cellphones.com.vn/laptop-hp-pavilion-x360-14-ek0059tu-6k7e1pa.html
310,310,310,Laptop HP Pavilion X360 14-EK0134TU 7C0P8PA,INTEL,20300000.0,8GB,https://cellphones.com.vn/laptop-hp-pavilion-x360-14-ek0134tu-7c0p8pa.html
311,311,311,Laptop Asus TUF Gaming A15 A15 FA507RR-HN835W,NVIDIA,38600000.0,16GB,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507rr-hn835w.html
312,312,312,Laptop MSI Modern 14 B11MOU-1028VN,INTEL,13490000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-14-b11mou-1028vn.html
313,313,313,Laptop HP Pavilion 15-EG2038TX 6K784PA,NVIDIA,18000000.0,8GB,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2038tx-6k784pa.html
314,314,314,Laptop Asus TUF Gaming A15 FA507NV-LP046W,NVIDIA,35990000.0,8GB,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nv-lp046w.html
315,315,315,Laptop ASUS ZenBook UX325EA-KG363T,INTEL,25290000.0,8GB,https://cellphones.com.vn/laptop-asus-zenbook-ux325ea-kg363t.html
316,316,316,Laptop HP Pavilion 15-EG2063TU 6K791PA,INTEL,14300000.0,8GB,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2063tu-6k791pa.html
317,317,317,Laptop Asus ROG Flow X16 GV601VV-NL016W,NVIDIA,65990000.0,16GB,https://cellphones.com.vn/laptop-asus-rog-flow-x16-gv601vv-nl016w.html
318,318,318,Laptop LG Gram 2021 17Z90P-G.AH76A5 17 inch,INTEL,46400000.0,16GB,https://cellphones.com.vn/laptop-lg-gram-17-2021-ssd-512gb.html
319,319,319,Laptop LG Gram 2022 14ZD90Q-G.AX56A5,INTEL,33990000.0,16GB,https://cellphones.com.vn/laptop-lg-gram-2022-14zd90q-g-ax56a5.html
320,320,320,Laptop HP Pavilion 15-EG2057TU 6K787PA,INTEL,18990000.0,8GB,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2057tu-6k787pa.html
321,321,321,Laptop Dell Inspiron 15 3505 Y1N1T3,AMD,15990000.0,8GB,https://cellphones.com.vn/laptop-dell-inspiron-15-3505-y1n1t3.html
322,322,322,Laptop MSI Modern 15 B13M-438VN,INTEL,18490000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-15-b13m-438vn.html
323,323,323,Laptop Lenovo Ideapad 15IAU7 82RK001NVN,INTEL,13600000.0,8GB,https://cellphones.com.vn/laptop-lenovo-ideapad-15iau7-82rk001nvn.html
324,324,324,Laptop Asus VivoBook 14 OLED M1405YA-KM047W,AMD,17990000.0,8GB,https://cellphones.com.vn/laptop-asus-vivobook-14-oled-m1405ya-km047w.html
325,325,325,Laptop MSI Modern 14 C12M-241VN,INTEL,19990000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-14-c12m-241vn.html
326,326,326,Laptop MSI Modern 14 B5M 202VN,AMD,17990000.0,8GB,https://cellphones.com.vn/laptop-msi-modern-14-b5m-202vn.html
327,327,327,Laptop Dell Insprion 3515 G6GR71,AMD,13490000.0,8GB,https://cellphones.com.vn/laptop-dell-insprion-3515-g6gr71.html
328,328,328,Laptop Asus Vivobook Pro N7600ZE-L2010W,NVIDIA,41300000.0,16GB,https://cellphones.com.vn/laptop-asus-proart-n7600ze-l2010w.html
329,329,329,Laptop Huawei Matebook D15,INTEL,19990000.0,8GB,https://cellphones.com.vn/laptop-huawei-matebook-d15.html
